"","Indiv","Sire","Dam","Sex","Breed","Born"
"4709","animal4709","animal3636","animal4038","male","Angler",2021
"4710","animal4710","animal3636","animal4025","female","Angler",2021
"4711","animal4711","animal3636","animal4009","male","Angler",2021
"4712","animal4712","animal3636","animal3973","female","Angler",2021
"4713","animal4713","animal4185","animal3865","male","Angler",2025
"4714","animal4714","animal4199","animal4195","male","Angler",2026
"4715","animal4715","animal3112","animal4211","female","Holstein",1996
"4716","animal4716","animal3529","animal4212","female","Angler",2003
"4717","animal4717","animal3550","animal4213","female","Angler",2004
"4718","animal4718","animal3468","animal4216","female","Angler",2005
"4719","animal4719","animal3435","animal4214","female","Angler",2005
"4720","animal4720","animal3468","animal4218","female","Angler",2005
"4721","animal4721","animal4221","animal3721","female","Angler",2006
"4722","animal4722","animal2803","animal4216","male","Angler",2007
"4723","animal4723","animal3472","animal4217","female","Angler",2007
"4724","animal4724","animal3702","animal4215","female","Angler",2007
"4725","animal4725","animal3680","animal4219","female","Angler",2007
"4726","animal4726","animal3711","animal4232","female","Angler",2009
"4727","animal4727","animal3361","animal4234","male","Angler",2009
"4728","animal4728","animal3480","animal4222","female","Angler",2009
"4729","animal4729","animal3696","animal4230","female","Angler",2009
"4730","animal4730","animal2946","animal4227","female","Angler",2009
"4731","animal4731","animal2946","animal4224","female","Angler",2010
"4732","animal4732","animal3243","animal4225","male","Angler",2010
"4733","animal4733","animal4237","animal3588","female","Angler",2010
"4734","animal4734","animal3927","animal4240","female","Angler",2010
"4735","animal4735","animal4229","animal4233","female","Angler",2010
"4736","animal4736","animal3696","animal4236","female","Angler",2011
"4737","animal4737","animal3482","animal4246","female","Angler",2012
"4738","animal4738","animal3943","animal4247","female","Angler",2013
"4739","animal4739","animal3946","animal4251","female","Angler",2013
"4740","animal4740","animal3578","animal4225","female","Angler",2013
"4741","animal4741","animal3578","animal4259","female","Angler",2013
"4742","animal4742","animal3946","animal4226","female","Angler",2013
"4743","animal4743","animal3584","animal4246","male","Angler",2013
"4744","animal4744","animal3740","animal4235","male","Angler",2014
"4745","animal4745","animal3578","animal4257","female","Angler",2014
"4746","animal4746","animal3365","animal4250","male","Angler",2014
"4747","animal4747","animal3745","animal4258","female","Angler",2014
"4748","animal4748","animal4237","animal4260","female","Angler",2014
"4749","animal4749","animal3707","animal4269","female","Angler",2015
"4750","animal4750","animal3702","animal4247","male","Angler",2015
"4751","animal4751","animal4271","animal3706","male","Angler",2015
"4752","animal4752","animal4242","animal18","male","Angler",2015
"4753","animal4753","animal4231","animal19","male","Angler",2015
"4754","animal4754","animal4239","animal3583","male","Angler",2015
"4755","animal4755","animal4249","animal3960","male","Angler",2015
"4756","animal4756","animal4248","animal24","male","Angler",2015
"4757","animal4757","animal3932","animal4268","male","Angler",2015
"4758","animal4758","animal4237","animal4255","female","Angler",2015
"4759","animal4759","animal3590","animal4266","male","Angler",2015
"4760","animal4760","animal4248","animal24","female","Angler",2015
"4761","animal4761","animal4223","animal4256","male","Angler",2015
"4762","animal4762","animal4241","animal35","female","Angler",2015
"4763","animal4763","animal4244","animal36","male","Angler",2015
"4764","animal4764","animal4220","animal3703","male","Angler",2015
"4765","animal4765","animal4270","animal37","female","Angler",2015
"4766","animal4766","animal4242","animal40","male","Angler",2015
"4767","animal4767","animal3744","animal4269","male","Angler",2015
"4768","animal4768","animal3713","animal4258","male","Angler",2015
"4769","animal4769","animal4252","animal3455","male","Angler",2015
"4770","animal4770","animal4220","animal43","male","Angler",2015
"4771","animal4771","animal3575","animal4213","male","Angler",2015
"4772","animal4772","animal3579","animal4268","female","Angler",2015
"4773","animal4773","animal4238","animal45","female","Angler",2015
"4774","animal4774","animal4238","animal17","female","Angler",2015
"4775","animal4775","animal3439","animal4235","female","Angler",2015
"4776","animal4776","animal4253","animal20","male","Angler",2015
"4777","animal4777","animal3905","animal4261","female","Angler",2015
"4778","animal4778","animal6","animal4247","female","Angler",2015
"4779","animal4779","animal4241","animal53","female","Angler",2015
"4780","animal4780","animal2","animal4235","male","Angler",2015
"4781","animal4781","animal3739","animal4262","female","Angler",2015
"4782","animal4782","animal3476","animal4264","male","Angler",2015
"4783","animal4783","animal3745","animal4263","male","Angler",2015
"4784","animal4784","animal3542","animal4235","female","Angler",2015
"4785","animal4785","animal4239","animal4250","male","Angler",2015
"4786","animal4786","animal4241","animal54","female","Angler",2015
"4787","animal4787","animal3561","animal4261","male","Angler",2015
"4788","animal4788","animal4223","animal4213","female","Angler",2015
"4789","animal4789","animal3458","animal4258","female","Angler",2015
"4790","animal4790","animal3909","animal4247","male","Angler",2015
"4791","animal4791","animal4271","animal4262","male","Angler",2015
"4792","animal4792","animal4272","animal21","female","Angler",2015
"4793","animal4793","animal3916","animal4265","male","Angler",2015
"4794","animal4794","animal4248","animal53","male","Angler",2015
"4795","animal4795","animal4231","animal63","male","Angler",2015
"4796","animal4796","animal4271","animal3910","male","Angler",2015
"4797","animal4797","animal4228","animal33","female","Angler",2015
"4798","animal4798","animal3943","animal4258","female","Angler",2015
"4799","animal4799","animal4248","animal34","female","Angler",2015
"4800","animal4800","animal4238","animal56","female","Angler",2015
"4801","animal4801","animal3573","animal4263","male","Angler",2015
"4802","animal4802","animal3901","animal4258","female","Angler",2015
"4803","animal4803","animal3695","animal4264","female","Angler",2015
"4804","animal4804","animal4248","animal67","female","Angler",2015
"4805","animal4805","animal5","animal4243","female","Angler",2015
"4806","animal4806","animal10","animal4262","male","Angler",2015
"4807","animal4807","animal4254","animal49","female","Angler",2015
"4808","animal4808","animal3529","animal4266","male","Angler",2015
"4809","animal4809","animal3484","animal4268","male","Angler",2015
"4810","animal4810","animal4231","animal3892","female","Angler",2015
"4811","animal4811","animal4244","animal24","male","Angler",2015
"4812","animal4812","animal3","animal4247","male","Angler",2015
"4813","animal4813","animal3540","animal4256","female","Angler",2015
"4814","animal4814","animal3698","animal4265","female","Angler",2015
"4815","animal4815","animal3734","animal4235","female","Angler",2015
"4816","animal4816","animal4220","animal50","female","Angler",2015
"4817","animal4817","animal4249","animal42","female","Angler",2015
"4818","animal4818","animal4223","animal30","male","Angler",2015
"4819","animal4819","animal4272","animal66","male","Angler",2015
"4820","animal4820","animal3900","animal4261","male","Angler",2015
"4821","animal4821","animal3566","animal4265","male","Angler",2015
"4822","animal4822","animal3348","animal4265","male","Angler",2015
"4823","animal4823","animal3348","animal4250","male","Angler",2015
"4824","animal4824","animal4248","animal76","female","Angler",2015
"4825","animal4825","animal4237","animal72","male","Angler",2015
"4826","animal4826","animal3712","animal4245","female","Angler",2015
"4827","animal4827","animal6","animal4263","female","Angler",2015
"4828","animal4828","animal2","animal4265","female","Angler",2015
"4829","animal4829","animal3488","animal4269","male","Angler",2015
"4830","animal4830","animal8","animal4262","female","Angler",2015
"4831","animal4831","animal2","animal4247","male","Angler",2015
"4832","animal4832","animal3718","animal4243","female","Angler",2015
"4833","animal4833","animal4241","animal33","female","Angler",2015
"4834","animal4834","animal4252","animal4235","male","Angler",2015
"4835","animal4835","animal3953","animal4266","female","Angler",2015
"4836","animal4836","animal3488","animal4263","female","Angler",2015
"4837","animal4837","animal3585","animal4247","female","Angler",2015
"4838","animal4838","animal3696","animal4266","female","Angler",2015
"4839","animal4839","animal3696","animal4213","male","Angler",2015
"4840","animal4840","animal3709","animal4263","female","Angler",2015
"4841","animal4841","animal3590","animal4258","female","Angler",2015
"4842","animal4842","animal12","animal4269","male","Angler",2015
"4843","animal4843","animal3484","animal4262","female","Angler",2015
"4844","animal4844","animal4242","animal65","female","Angler",2015
"4845","animal4845","animal4271","animal4265","male","Angler",2015
"4846","animal4846","animal1","animal4267","female","Angler",2015
"4847","animal4847","animal4248","animal48","female","Angler",2015
"4848","animal4848","animal3663","animal4243","male","Angler",2015
"4849","animal4849","animal3953","animal4268","male","Angler",2015
"4850","animal4850","animal4220","animal82","female","Angler",2015
"4851","animal4851","animal4242","animal43","male","Angler",2015
"4852","animal4852","animal3349","animal4261","female","Angler",2015
"4853","animal4853","animal3470","animal4235","female","Angler",2015
"4854","animal4854","animal4252","animal66","male","Angler",2015
"4855","animal4855","animal4272","animal63","male","Angler",2015
"4856","animal4856","animal3486","animal4265","male","Angler",2015
"4857","animal4857","animal3570","animal4264","female","Angler",2015
"4858","animal4858","animal12","animal4269","female","Angler",2015
"4859","animal4859","animal4242","animal4235","male","Angler",2015
"4860","animal4860","animal4220","animal4264","male","Angler",2015
"4861","animal4861","animal3488","animal4263","female","Angler",2015
"4862","animal4862","animal4220","animal76","male","Angler",2015
"4863","animal4863","animal4244","animal3747","male","Angler",2015
"4864","animal4864","animal4238","animal25","female","Angler",2015
"4865","animal4865","animal4244","animal61","female","Angler",2015
"4866","animal4866","animal3532","animal4267","male","Angler",2015
"4867","animal4867","animal4244","animal81","male","Angler",2015
"4868","animal4868","animal4242","animal37","male","Angler",2015
"4869","animal4869","animal3725","animal4245","male","Angler",2015
"4870","animal4870","animal4223","animal78","female","Angler",2015
"4871","animal4871","animal4241","animal26","male","Angler",2015
"4872","animal4872","animal4238","animal26","male","Angler",2015
"4873","animal4873","animal4228","animal54","female","Angler",2015
