Indiv Sire Dam Sex Breed Born
animal4018 animal3739 animal16 female Angler 2015
animal4019 animal3712 animal81 female Angler 2015
animal4020 animal9 animal3716 female Angler 2015
animal4021 animal3740 animal15 male Angler 2015
animal4022 animal3733 animal3554 female Angler 2015
animal4023 animal3728 animal58 female Angler 2015
animal4024 animal3707 animal73 female Angler 2015
animal4025 animal3715 animal31 female Angler 2015
animal4026 animal3715 animal3716 female Angler 2015
animal4027 animal3688 animal67 female Angler 2015
animal4028 animal3742 animal53 male Angler 2015
animal4029 animal3707 animal3747 male Angler 2015
animal4030 animal3692 animal26 female Angler 2015
animal4031 animal3729 animal53 female Angler 2015
animal4032 animal3563 animal3706 male Angler 2015
animal4033 animal3743 animal43 female Angler 2015
animal4034 animal3689 animal81 female Angler 2015
animal4035 animal3692 animal72 male Angler 2015
animal4036 animal3740 animal24 female Angler 2015
animal4037 animal3722 animal84 female Angler 2015
animal4038 animal3725 animal20 female Angler 2015
animal4039 animal3663 animal62 male Angler 2015
animal4040 animal3690 animal70 female Angler 2015
animal4041 animal3713 animal65 male Angler 2015
animal4042 animal3715 animal40 female Angler 2015
animal4043 animal3713 animal75 male Angler 2015
animal4044 animal3722 animal66 male Angler 2015
animal4045 animal3744 animal3703 male Angler 2015
animal4046 animal3663 animal58 male Angler 2015
animal4047 animal3718 animal68 female Angler 2015
animal4048 animal3689 animal51 male Angler 2015
animal4049 animal3713 animal81 female Angler 2015
animal4050 animal3709 animal20 male Angler 2015
animal4051 animal3695 animal20 male Angler 2015
animal4052 animal3734 animal62 male Angler 2015
animal4053 animal3709 animal63 male Angler 2015
animal4054 animal3744 animal3747 male Angler 2015
animal4055 animal7 animal3703 female Angler 2015
animal4056 animal3733 animal24 male Angler 2015
animal4057 animal3695 animal3554 male Angler 2015
animal4058 animal3348 animal3703 female Angler 2015
animal4059 animal3743 animal34 male Angler 2015
animal4060 animal3743 animal16 male Angler 2015
animal4061 animal3702 animal82 female Angler 2015
animal4062 animal3715 animal18 male Angler 2015
animal4063 animal3734 animal24 male Angler 2015
animal4064 animal3729 animal34 female Angler 2015
animal4065 animal3690 animal23 female Angler 2015
animal4066 animal3740 animal80 male Angler 2015
animal4067 animal3745 animal22 female Angler 2015
animal4068 animal3739 animal58 male Angler 2015
animal4069 animal3739 animal18 male Angler 2015
animal4070 animal3692 animal39 female Angler 2015
animal4071 animal3742 animal32 male Angler 2015
animal4072 animal3586 animal3716 female Angler 2015
animal4073 animal3568 animal3706 male Angler 2015
animal4074 animal3699 animal59 male Angler 2015
animal4075 animal3731 animal51 female Angler 2015
animal4076 animal3692 animal71 female Angler 2015
animal4077 animal3713 animal75 male Angler 2015
animal4078 animal3740 animal83 female Angler 2015
animal4079 animal3713 animal65 female Angler 2015
animal4080 animal5 animal3703 male Angler 2015
animal4081 animal3718 animal30 female Angler 2015
animal4082 animal3715 animal59 female Angler 2015
animal4083 animal3712 animal73 male Angler 2015
animal4084 animal3722 animal39 female Angler 2015
animal4085 animal3742 animal49 female Angler 2015
animal4086 animal3689 animal81 female Angler 2015
animal4087 animal3709 animal79 male Angler 2015
animal4088 animal3579 animal3716 female Angler 2015
animal4089 animal3707 animal80 male Angler 2015
animal4090 animal3698 animal72 female Angler 2015
animal4091 animal3696 animal53 male Angler 2015
animal4092 animal3699 animal77 female Angler 2015
animal4093 animal3663 animal15 male Angler 2015
animal4094 animal3699 animal47 male Angler 2016
animal4095 animal3729 animal3244 male Angler 2016
animal4096 animal3709 animal42 male Angler 2016
animal4097 animal3712 animal35 female Angler 2016
animal4098 animal3743 animal53 male Angler 2016
animal4099 animal3707 animal3236 male Angler 2016
animal4100 animal3711 animal67 female Angler 2016
animal4101 animal3709 animal53 female Angler 2016
animal4102 animal3702 animal69 female Angler 2016
animal4103 animal3490 animal3761 female Angler 2016
animal4104 animal3597 animal3780 female Angler 2016
animal4105 animal3597 animal3824 male Angler 2016
animal4106 animal3597 animal3762 male Angler 2016
animal4107 animal3597 animal3802 female Angler 2016
animal4108 animal3597 animal3781 male Angler 2016
animal4109 animal1329 animal3793 male Angler 2016
animal4110 animal1329 animal3765 male Angler 2016
animal4111 animal1329 animal3779 male Angler 2016
animal4112 animal1353 animal3749 male Angler 2016
animal4113 animal3814 animal3635 male Angler 2017
animal4114 animal3814 animal3604 female Angler 2017
animal4115 animal3814 animal3820 female Angler 2017
animal4116 animal3814 animal3491 male Angler 2017
animal4117 animal3814 animal3798 male Angler 2017
animal4118 animal3814 animal3607 male Angler 2017
animal4119 animal3814 animal1368 male Angler 2017
animal4120 animal3814 animal3796 female Angler 2017
animal4121 animal3814 animal3610 female Angler 2017
animal4122 animal3636 animal3786 female Angler 2017
animal4123 animal3636 animal3819 female Angler 2017
animal4124 animal3636 animal3750 female Angler 2017
animal4125 animal3636 animal3779 female Angler 2017
animal4126 animal3490 animal3822 female Angler 2017
animal4127 animal3490 animal3798 female Angler 2017
animal4128 animal3490 animal3779 female Angler 2017
animal4129 animal3597 animal3764 male Angler 2017
animal4130 animal1353 animal3802 male Angler 2018
animal4131 animal1353 animal3800 female Angler 2018
animal4132 animal1353 animal3808 female Angler 2018
animal4133 animal1353 animal3796 female Angler 2018
animal4134 animal1353 animal3786 male Angler 2018
animal4135 animal3814 animal3823 female Angler 2018
animal4136 animal3814 animal3801 male Angler 2018
animal4137 animal3814 animal3625 male Angler 2018
animal4138 animal3814 animal3820 male Angler 2018
animal4139 animal3814 animal3818 male Angler 2018
animal4140 animal3814 animal3762 male Angler 2018
animal4141 animal3814 animal3764 male Angler 2018
animal4142 animal3814 animal3792 female Angler 2018
animal4143 animal3814 animal1335 female Angler 2018
animal4144 animal3814 animal3793 male Angler 2018
animal4145 animal3636 animal3753 male Angler 2018
animal4146 animal3636 animal3795 female Angler 2018
animal4147 animal3636 animal3760 female Angler 2018
animal4148 animal3490 animal3760 male Angler 2018
animal4149 animal3490 animal3808 female Angler 2018
animal4150 animal3490 animal3823 female Angler 2018
animal4151 animal3490 animal3778 female Angler 2018
animal4152 animal3597 animal3818 female Angler 2018
animal4153 animal3597 animal3813 female Angler 2018
animal4154 animal3597 animal3756 male Angler 2018
animal4155 animal3597 animal3796 male Angler 2018
animal4156 animal1329 animal3750 female Angler 2018
animal4157 animal1329 animal3808 female Angler 2018
animal4158 animal1329 animal3779 female Angler 2018
animal4159 animal1353 animal3765 male Angler 2019
animal4160 animal1353 animal3795 female Angler 2019
animal4161 animal1353 animal3781 female Angler 2019
animal4162 animal1353 animal3824 female Angler 2019
animal4163 animal1353 animal3788 female Angler 2019
animal4164 animal3814 animal1360 male Angler 2019
animal4165 animal3814 animal1327 male Angler 2019
animal4166 animal3814 animal1371 female Angler 2019
animal4167 animal3814 animal3621 male Angler 2019
animal4168 animal3814 animal3801 male Angler 2019
animal4169 animal3814 animal1318 male Angler 2019
animal4170 animal3636 animal3789 male Angler 2019
animal4171 animal3636 animal3780 female Angler 2019
animal4172 animal3636 animal3753 male Angler 2019
animal4173 animal3490 animal3789 female Angler 2019
animal4174 animal3490 animal3801 female Angler 2019
animal4175 animal3597 animal3813 female Angler 2019
animal4176 animal3597 animal3761 male Angler 2019
animal4177 animal3597 animal3810 female Angler 2019
animal4178 animal1329 animal3820 male Angler 2019
animal4179 animal1329 animal3786 male Angler 2019
animal4180 animal1353 animal3792 male Angler 2020
animal4181 animal3814 animal1351 male Angler 2020
animal4182 animal3814 animal3798 male Angler 2020
animal4183 animal3814 animal3800 male Angler 2020
animal4184 animal3814 animal3796 male Angler 2020
animal4185 animal3814 animal3808 male Angler 2020
animal4186 animal3814 animal1359 male Angler 2020
animal4187 animal3814 animal3822 female Angler 2020
animal4188 animal3814 animal3750 male Angler 2020
animal4189 animal3814 animal3372 female Angler 2020
animal4190 animal3814 animal3760 female Angler 2020
animal4191 animal3636 animal3753 male Angler 2020
animal4192 animal3636 animal3796 female Angler 2020
animal4193 animal3636 animal3802 female Angler 2020
animal4194 animal3636 animal3761 female Angler 2020
animal4195 animal3490 animal3771 female Angler 2020
animal4196 animal3597 animal3789 male Angler 2020
animal4197 animal1329 animal3823 female Angler 2021
animal4198 animal1329 animal3820 male Angler 2021
animal4199 animal1329 animal3803 male Angler 2021
animal4200 animal1329 animal3761 female Angler 2021
animal4201 animal1329 animal3820 female Angler 2021
animal4202 animal1329 animal3753 female Angler 2021
animal4203 animal3814 animal1350 female Angler 2021
animal4204 animal3814 animal1328 male Angler 2021
animal4205 animal3814 animal3796 male Angler 2021
animal4206 animal3814 animal1339 female Angler 2021
animal4207 animal3636 animal3799 female Angler 2021
animal4208 animal3636 animal3798 female Angler 2021
animal4209 animal3636 animal3801 female Angler 2021
animal4210 animal3636 animal3762 male Angler 2021
animal4211 animal3280 animal3886 female Holstein 1994
animal4212 animal3133 animal3887 female Angler 2000
animal4213 animal3228 animal3889 female Angler 2001
animal4214 animal2624 animal3895 female Angler 2002
animal4215 animal3552 animal3894 female Angler 2002
animal4216 animal3670 animal3891 female Angler 2002
animal4217 animal3670 animal3888 female Angler 2003
animal4218 animal3349 animal3899 female Angler 2003
animal4219 animal3361 animal3893 female Angler 2003
animal4220 animal3550 animal3902 male Angler 2004
animal4221 animal3458 animal3906 male Angler 2004
animal4222 animal3040 animal3908 female Angler 2004
animal4223 animal3468 animal3897 male Angler 2005
animal4224 animal3458 animal3914 female Angler 2005
animal4225 animal3468 animal3896 female Angler 2005
animal4226 animal3458 animal3892 female Angler 2005
animal4227 animal3235 animal3903 female Angler 2006
animal4228 animal2803 animal3903 male Angler 2007
animal4229 animal3561 animal3911 male Angler 2007
animal4230 animal2803 animal3934 female Angler 2007
animal4231 animal3477 animal3902 male Angler 2007
animal4232 animal3926 animal3921 female Angler 2007
animal4233 animal3925 animal3700 female Angler 2007
animal4234 animal2944 animal3913 female Angler 2007
animal4235 animal3482 animal3915 female Angler 2008
animal4236 animal3477 animal3912 female Angler 2008
animal4237 animal3472 animal3897 male Angler 2008
animal4238 animal3482 animal3904 male Angler 2008
animal4239 animal3680 animal3892 male Angler 2008
animal4240 animal3696 animal3936 female Angler 2008
animal4241 animal2944 animal3903 male Angler 2008
animal4242 animal3477 animal3907 male Angler 2008
animal4243 animal3587 animal3923 female Angler 2008
animal4244 animal3040 animal3928 male Angler 2008
animal4245 animal3482 animal3922 female Angler 2008
animal4246 animal3901 animal3679 female Angler 2008
animal4247 animal3489 animal3933 female Angler 2008
animal4248 animal3702 animal3929 male Angler 2008
animal4249 animal3702 animal3918 male Angler 2009
animal4250 animal3480 animal3897 female Angler 2009
animal4251 animal3943 animal3919 female Angler 2009
animal4252 animal3045 animal3945 male Angler 2010
animal4253 animal3900 animal3741 male Angler 2010
animal4254 animal3145 animal3929 male Angler 2010
animal4255 animal3927 animal3746 female Angler 2010
animal4256 animal3482 animal3920 female Angler 2010
animal4257 animal3718 animal3917 female Angler 2010
animal4258 animal3927 animal3954 female Angler 2010
animal4259 animal3930 animal3582 female Angler 2011
animal4260 animal3040 animal3937 female Angler 2011
animal4261 animal3927 animal3583 female Angler 2011
animal4262 animal3480 animal3931 female Angler 2012
animal4263 animal3946 animal3958 female Angler 2013
animal4264 animal3584 animal3944 female Angler 2013
animal4265 animal3943 animal3949 female Angler 2013
animal4266 animal3946 animal3951 female Angler 2013
animal4267 animal3584 animal3944 female Angler 2013
animal4268 animal3482 animal3941 female Angler 2013
animal4269 animal3584 animal3944 female Angler 2014
animal4270 animal3584 animal3944 male Angler 2014
animal4271 animal3950 animal3955 male Angler 2014
animal4272 animal3365 animal3955 male Angler 2014
animal4273 animal3718 animal3959 female Angler 2015
animal4274 animal3901 animal39 female Angler 2015
animal4275 animal3733 animal3910 female Angler 2015
