Indiv Sire Dam Born Sex Breed EBV
animal7228 animal5458 animal4070 2019 female Angler 85.79
animal7229 animal5458 animal5367 2019 male Angler 88.54
animal4556 animal4089 animal1357 2019 female Angler 88.75
animal5840 animal4089 animal4816 2019 male Angler 99.3
animal8586 animal4089 animal6178 2019 male Angler 99.02
animal4557 animal4089 animal3612 2019 male Angler 101.29
animal4558 animal4089 animal3798 2019 male Angler 84.38
animal7230 animal4089 animal5435 2019 male Angler 78.16
animal5132 animal4089 animal4377 2019 male Angler 85.44
animal5841 animal4089 animal4826 2019 female Angler 83.65
animal5133 animal4089 animal4284 2019 male Angler 114.61
animal10643 animal4089 animal8177 2019 male Angler 87.39
animal4559 animal4089 animal1348 2019 male Angler 84.67
animal5842 animal4089 animal4929 2019 male Angler 84.5
animal10644 animal4089 animal8181 2019 female Angler 114.11
animal4560 animal4089 animal1373 2019 male Angler 79
animal8587 animal4089 animal6174 2019 female Angler 82.17
animal5843 animal4089 animal4945 2019 male Angler 75.82
animal4561 animal4089 animal4026 2019 female Angler 101.25
animal7231 animal4089 animal5383 2019 male Angler 81.26
animal5844 animal4089 animal4936 2019 male Angler 95.35
animal4562 animal4089 animal3979 2019 male Angler 72.24
animal4563 animal4089 animal3990 2019 female Angler 80.06
animal10645 animal4089 animal8199 2019 female Angler 90.41
animal4564 animal4089 animal4019 2019 male Angler 86.35
animal4565 animal4089 animal1356 2019 female Angler 90.24
animal7232 animal4089 animal5489 2019 male Angler 86.79
animal4566 animal4089 animal4024 2019 male Angler 103.33
animal5134 animal4089 animal4376 2019 female Angler 92.18
animal10646 animal4089 animal8210 2019 female Angler 91.71
animal7233 animal4089 animal5445 2019 female Angler 82.78
animal4567 animal4089 animal1338 2019 female Angler 83.92
animal7234 animal4089 animal5454 2019 male Angler 84.38
animal4568 animal4089 animal1354 2019 male Angler 107.57
animal4569 animal4089 animal4017 2019 female Angler 95.16
animal5845 animal4089 animal4957 2019 female Angler 96.54
animal8588 animal4089 animal6192 2019 male Angler 93.99
animal5135 animal4089 animal4377 2019 female Angler 96.12
animal5846 animal4089 animal4765 2019 male Angler 84.42
animal4570 animal4089 animal3822 2019 male Angler 101.74
animal4571 animal4089 animal3756 2019 male Angler 81.91
animal5847 animal3814 animal4833 2019 male Angler 86.91
animal7235 animal3814 animal5459 2019 female Angler 100.04
animal10647 animal3814 animal8169 2019 male Angler 104.03
animal4572 animal3814 animal4014 2019 female Angler 97.84
animal4573 animal3814 animal3998 2019 male Angler 99.2
animal7236 animal3814 animal5414 2019 female Angler 80.32
animal7237 animal3814 animal5435 2019 female Angler 88.88
animal4164 animal3814 animal1360 2019 male Angler 77.08
animal4165 animal3814 animal1327 2019 male Angler 72.57
animal4166 animal3814 animal1371 2019 female Angler 80.65
animal5136 animal3814 animal4345 2019 male Angler 97.52
animal7238 animal3814 animal5391 2019 female Angler 82.43
animal4574 animal3814 animal4081 2019 female Angler 90.46
animal4167 animal3814 animal3621 2019 male Angler 81.54
animal4575 animal3814 animal3979 2019 male Angler 77.97
animal5848 animal3814 animal4953 2019 female Angler 90.36
animal10648 animal3814 animal8212 2019 male Angler 86.69
animal4168 animal3814 animal3801 2019 male Angler 98.62
animal8589 animal3814 animal6168 2019 male Angler 94.6
animal4576 animal3814 animal4036 2019 female Angler 91.09
animal5849 animal3814 animal4852 2019 male Angler 80.63
animal5137 animal3814 animal4315 2019 female Angler 93.57
animal7239 animal3814 animal5363 2019 male Angler 104.22
animal4577 animal3814 animal3981 2019 female Angler 94.21
animal5138 animal3814 animal4355 2019 male Angler 73.05
animal7240 animal3814 animal5337 2019 female Angler 80.38
animal7241 animal3814 animal5476 2019 female Angler 88.1
animal5139 animal3814 animal4387 2019 male Angler 81.48
animal10649 animal3814 animal8189 2019 female Angler 92.62
animal7242 animal3814 animal5400 2019 female Angler 84.28
animal4578 animal3814 animal4097 2019 male Angler 91.03
animal5850 animal3814 animal4828 2019 male Angler 78.51
animal4169 animal3814 animal1318 2019 male Angler 94.81
animal8590 animal3814 animal6200 2019 female Angler 91.78
animal4579 animal3814 animal4055 2019 male Angler 85.97
animal8591 animal3814 animal6232 2019 male Angler 77.92
animal5851 animal3814 animal4937 2019 female Angler 97.71
animal5852 animal3814 animal4784 2019 female Angler 87.92
animal5140 animal3814 animal4396 2019 female Angler 81.43
animal4170 animal3636 animal3789 2019 male Angler 102
animal5853 animal3636 animal4949 2019 male Angler 88.86
animal4580 animal3636 animal4084 2019 male Angler 78.7
animal3857 animal3636 animal1328 2019 female Angler 84.39
animal5854 animal3636 animal4798 2019 male Angler 85.05
animal7243 animal3636 animal5474 2019 female Angler 94.95
animal5855 animal3636 animal4804 2019 male Angler 77.67
animal8592 animal3636 animal6231 2019 male Angler 88.94
animal4171 animal3636 animal3780 2019 female Angler 97.97
animal5141 animal3636 animal4348 2019 female Angler 93.67
animal3858 animal3636 animal3602 2019 male Angler 94.55
animal5856 animal3636 animal4765 2019 male Angler 88.66
animal12925 animal3636 animal11702 2019 female Angler 90.12
animal5857 animal3636 animal4798 2019 female Angler 93.49
animal7244 animal3636 animal5356 2019 male Angler 84.83
animal8593 animal3636 animal6179 2019 male Angler 78.57
animal4581 animal3636 animal4027 2019 female Angler 81.41
animal3859 animal3636 animal3619 2019 female Angler 96.45
animal4582 animal3636 animal3971 2019 male Angler 103.22
animal4583 animal3636 animal4072 2019 female Angler 70.53
animal10650 animal3636 animal8183 2019 male Angler 90.08
animal5142 animal3636 animal4351 2019 female Angler 76.68
animal5858 animal3636 animal4827 2019 female Angler 90.89
animal5143 animal3636 animal4356 2019 male Angler 88.22
animal5859 animal3636 animal4926 2019 female Angler 93.82
animal3860 animal3636 animal3616 2019 female Angler 88.14
animal5144 animal3636 animal4396 2019 male Angler 93.38
animal7245 animal3636 animal5391 2019 male Angler 87.37
animal5145 animal3636 animal4371 2019 female Angler 81.06
animal5860 animal3636 animal4773 2019 male Angler 83.9
animal5861 animal3636 animal4815 2019 female Angler 89.72
animal5146 animal3636 animal4277 2019 male Angler 87.39
animal7246 animal3636 animal5448 2019 female Angler 87.13
animal5862 animal3636 animal4911 2019 female Angler 85.58
animal10651 animal3636 animal8174 2019 male Angler 100.67
animal7247 animal3636 animal5478 2019 male Angler 93.87
animal4172 animal3636 animal3753 2019 male Angler 90.78
animal5147 animal3636 animal4301 2019 female Angler 102.12
animal3861 animal3636 animal1349 2019 male Angler 94.44
animal8594 animal6252 animal4311 2019 male Angler 68.95
animal8595 animal6252 animal5392 2019 male Angler 88.03
animal8596 animal6252 animal3820 2019 male Angler 80.02
animal8597 animal6252 animal4338 2019 male Angler 92.02
animal8598 animal6252 animal4038 2019 male Angler 86.68
animal8599 animal6252 animal4961 2019 male Angler 88.08
animal8600 animal6252 animal6243 2019 female Angler 101.27
animal8601 animal6252 animal4387 2019 female Angler 85.16
animal8602 animal6252 animal4954 2019 male Angler 90.08
animal8603 animal6252 animal4385 2019 male Angler 98.69
animal12926 animal6252 animal11708 2019 female Angler 100.13
animal8604 animal6252 animal6209 2019 male Angler 95.85
animal8605 animal6252 animal1346 2019 female Angler 95.13
animal8606 animal6252 animal3622 2019 female Angler 92.78
animal8607 animal6252 animal4020 2019 female Angler 97.3
animal8608 animal6252 animal3969 2019 male Angler 89.48
animal8609 animal6252 animal4931 2019 male Angler 84.89
animal8610 animal6252 animal4335 2019 male Angler 87.91
animal12927 animal6252 animal11708 2019 female Angler 89.99
animal8611 animal6252 animal4033 2019 male Angler 93.92
animal8612 animal6252 animal4064 2019 male Angler 82.59
animal8613 animal6252 animal3994 2019 male Angler 92.23
animal8614 animal6252 animal5474 2019 male Angler 92.4
animal8615 animal6252 animal4362 2019 male Angler 95.58
animal8616 animal6252 animal4100 2019 female Angler 89.13
animal8617 animal6252 animal5481 2019 male Angler 83.5
animal8618 animal6252 animal4022 2019 female Angler 79.32
animal8619 animal6252 animal3762 2019 female Angler 77.7
animal8620 animal6252 animal4762 2019 female Angler 75.82
animal8621 animal6252 animal4830 2019 female Angler 90.87
animal8622 animal6252 animal4844 2019 male Angler 82.15
animal8623 animal6252 animal3820 2019 male Angler 71.26
animal8624 animal6252 animal4079 2019 male Angler 94.9
animal8625 animal6252 animal5383 2019 male Angler 82.87
animal8626 animal6252 animal3635 2019 female Angler 110.3
animal8627 animal6252 animal3611 2019 male Angler 99.98
animal8628 animal6252 animal4036 2019 female Angler 83.87
animal8629 animal6252 animal5384 2019 male Angler 78.69
animal8630 animal6252 animal3813 2019 male Angler 78.43
animal7248 animal5340 animal4846 2019 female Angler 106.44
animal7249 animal5340 animal5349 2019 male Angler 103.77
animal7250 animal5340 animal3990 2019 male Angler 88.05
animal7251 animal5340 animal4395 2019 female Angler 99.25
animal7252 animal5340 animal5449 2019 male Angler 100.3
animal7253 animal5340 animal3592 2019 male Angler 92.54
animal7254 animal5340 animal4846 2019 male Angler 99
animal8631 animal5340 animal6188 2019 male Angler 85.93
animal10652 animal5340 animal8200 2019 male Angler 96.16
animal7255 animal5340 animal5433 2019 male Angler 100.94
animal7256 animal5340 animal5433 2019 female Angler 107.97
animal7257 animal5340 animal4385 2019 male Angler 93.79
animal7258 animal5340 animal3800 2019 male Angler 98.94
animal7259 animal5340 animal3640 2019 female Angler 94.93
animal7260 animal5340 animal1355 2019 female Angler 96.1
animal7261 animal5340 animal4342 2019 male Angler 88.49
animal7262 animal5340 animal4033 2019 female Angler 92.58
animal7263 animal5340 animal5379 2019 male Angler 101.12
animal7264 animal5340 animal4296 2019 male Angler 104.87
animal7265 animal5340 animal4354 2019 female Angler 89.67
animal7266 animal5340 animal4034 2019 male Angler 91.45
animal7267 animal5340 animal4345 2019 male Angler 100.26
animal7268 animal5340 animal5363 2019 male Angler 102.07
animal7269 animal5340 animal4022 2019 male Angler 87.63
animal7270 animal5340 animal4333 2019 male Angler 97.52
animal7271 animal5340 animal4343 2019 male Angler 94.43
animal7272 animal5340 animal3755 2019 female Angler 84.8
animal8632 animal5340 animal6249 2019 female Angler 110.76
animal7273 animal5340 animal1337 2019 male Angler 97.02
animal7274 animal5340 animal4926 2019 male Angler 89.06
animal7275 animal5340 animal5374 2019 female Angler 95.89
animal7276 animal5340 animal5356 2019 female Angler 81.14
animal7277 animal5340 animal3981 2019 male Angler 98.53
animal7278 animal5340 animal3760 2019 male Angler 84.03
animal7279 animal5340 animal5401 2019 female Angler 87.79
animal7280 animal5340 animal4959 2019 male Angler 102.11
animal7281 animal5340 animal5474 2019 female Angler 97.37
animal7282 animal5340 animal4072 2019 male Angler 98.67
animal4173 animal3490 animal3789 2019 female Angler 98.75
animal3862 animal3490 animal3604 2019 male Angler 89.18
animal7283 animal3490 animal5421 2019 male Angler 82.99
animal7284 animal3490 animal5473 2019 female Angler 98.37
animal8633 animal3490 animal6214 2019 female Angler 99.8
animal5863 animal3490 animal4894 2019 female Angler 72
animal3863 animal3490 animal3621 2019 male Angler 86.78
animal5864 animal3490 animal4777 2019 male Angler 85.96
animal10653 animal3490 animal8179 2019 female Angler 87.73
animal5865 animal3490 animal4959 2019 male Angler 108.49
animal3650 animal3490 animal1342 2019 male Angler 84.25
animal3864 animal3490 animal3602 2019 female Angler 97.92
animal5866 animal3490 animal4817 2019 male Angler 90.75
animal5148 animal3490 animal4361 2019 female Angler 104.57
animal5149 animal3490 animal4287 2019 female Angler 92.31
animal3651 animal3490 animal1348 2019 female Angler 91.17
animal3652 animal3490 animal1328 2019 male Angler 91.88
animal3865 animal3490 animal3611 2019 female Angler 82.71
animal5867 animal3490 animal4838 2019 female Angler 80.24
animal8634 animal3490 animal6215 2019 male Angler 92.82
animal4584 animal3490 animal3988 2019 male Angler 97.32
animal5868 animal3490 animal4792 2019 male Angler 96.97
animal4585 animal3490 animal3994 2019 female Angler 96.28
animal11721 animal3490 animal10296 2019 male Angler 90.01
animal5150 animal3490 animal4274 2019 female Angler 100.4
animal7285 animal3490 animal5414 2019 male Angler 91.47
animal5869 animal3490 animal4802 2019 female Angler 88.95
animal5870 animal3490 animal4883 2019 male Angler 97.96
animal7286 animal3490 animal5445 2019 male Angler 78.28
animal10654 animal3490 animal8197 2019 male Angler 95.98
animal4174 animal3490 animal3801 2019 female Angler 94.7
animal5871 animal3490 animal4844 2019 male Angler 87.48
animal7287 animal3490 animal5386 2019 male Angler 106.23
animal4586 animal3490 animal4047 2019 female Angler 92.17
animal4587 animal3490 animal4078 2019 female Angler 87.02
animal7288 animal3490 animal5463 2019 male Angler 77.62
animal7289 animal3490 animal5457 2019 male Angler 103.34
animal5151 animal3490 animal4352 2019 female Angler 93.19
animal12928 animal11701 animal4387 2019 male Angler 84.12
animal12929 animal11701 animal4321 2019 female Angler 103.06
animal12930 animal11701 animal1330 2019 female Angler 107.33
animal12931 animal11701 animal4887 2019 male Angler 89.35
animal12932 animal11701 animal3611 2019 male Angler 92.28
animal12933 animal11701 animal3634 2019 female Angler 83.97
animal12934 animal11701 animal5391 2019 male Angler 90.39
animal12935 animal11701 animal4900 2019 male Angler 100.51
animal12936 animal11701 animal4875 2019 male Angler 95.05
animal12937 animal11701 animal4086 2019 male Angler 89.21
animal12938 animal11701 animal5355 2019 female Angler 102.3
animal12939 animal11701 animal4832 2019 female Angler 97.35
animal12940 animal11701 animal1354 2019 male Angler 89.26
animal12941 animal11701 animal4942 2019 female Angler 87.28
animal12942 animal11701 animal4389 2019 female Angler 88.2
animal12943 animal11701 animal4316 2019 male Angler 88.48
animal12944 animal11701 animal5371 2019 male Angler 86.12
animal12945 animal11701 animal4315 2019 female Angler 109.41
animal12946 animal11701 animal3624 2019 male Angler 93.03
